     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata
    310582,      1000,         0,   0.381,internal_correlated,3fa38268e206a0a127d29acf5c4a4a052221212874ab9c5b4dd91f46fa7c065c,"{""b"":""X"",""d"":3,""noise"":""SI1000"",""p"":0.001,""q"":17,""r"":3,""rb"":0}"
     35306,      1008,         0,   0.401,internal_correlated,327022b732c0a7e0909f787676176f7ec9b827e9bf14be0e78883bb90f97ed0f,"{""b"":""X"",""d"":3,""noise"":""SI1000"",""p"":0.003,""q"":17,""r"":3,""rb"":0}"
   1459043,      1001,         0,    6.07,internal_correlated,b8d514b09b7e49778f8e87260612a595d86766c9eda8d1d320b6a3cbc9084be0,"{""b"":""X"",""d"":5,""noise"":""SI1000"",""p"":0.001,""q"":49,""r"":5,""rb"":0}"
     53259,      1031,         0,   0.915,internal_correlated,4b23a05a6fdb99c801b8ef82d4bd2e426b596243077a2da15eb292a3245ba429,"{""b"":""X"",""d"":5,""noise"":""SI1000"",""p"":0.003,""q"":49,""r"":5,""rb"":0}"
   8411811,      1004,         0,    95.9,internal_correlated,a5aaf3b51a9162c68c3d2e5ff959e678020b4ebbbb6143c7912020467bf7c576,"{""b"":""X"",""d"":7,""noise"":""SI1000"",""p"":0.001,""q"":97,""r"":7,""rb"":0}"
     87153,      1061,         0,    6.62,internal_correlated,a35ea41c1dca97735bda9890e117d23026c947f61f9bdef1861ce9a8322c55be,"{""b"":""X"",""d"":7,""noise"":""SI1000"",""p"":0.003,""q"":97,""r"":7,""rb"":0}"
  58510590,      1049,         0,  1672.6,internal_correlated,be074faf61cbcc4469ad5b6e7cb740e4218e4b7a459e70aa16dca6cbc3c311f9,"{""b"":""X"",""d"":9,""noise"":""SI1000"",""p"":0.001,""q"":161,""r"":9,""rb"":0}"
    142320,      1031,         0,    25.8,internal_correlated,481a0b5b9a3eb95db7e6c66bc7e76c524d60a9eede566dc425430e554d6360e8,"{""b"":""X"",""d"":9,""noise"":""SI1000"",""p"":0.003,""q"":161,""r"":9,""rb"":0}"
 376985106,      1001,         0, 23602.6,internal_correlated,207ef531a4546b375ef50c26dbd5552e1eee7c7463a7a42ae4a07ba5812c3d75,"{""b"":""X"",""d"":11,""noise"":""SI1000"",""p"":0.001,""q"":241,""r"":11,""rb"":0}"
    264588,      1102,         0,   121.1,internal_correlated,cd72e8a0acc615983af0e6b3972aace55b736ecc9cc1ad42bebb247810092019,"{""b"":""X"",""d"":11,""noise"":""SI1000"",""p"":0.003,""q"":241,""r"":11,""rb"":0}"
